"","yy","status","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",0.128315514024611,1,-0.626453810742332,-1.1346301818428,0.263703400741799,-0.939106626542494,0.857634102381796,0.235348522634884,0.675605513499354,0.970278316510818,-1.09051024339962,1.42557255362316,-0.221257092554474,0.368900473978132,0.669693114035026,0.719387119886562,1.26512397983077,0.341334100225537,0.747896014653345,1.35149836110793,-0.485243231231065,0.341140263348707
"2",0.0437414584737687,1,0.183643324222082,0.764557098985494,-0.829451847251965,1.39366492779638,-1.62539514922114,0.244825017471591,-0.649142266204903,-0.0207233638669271,-0.462975885944037,-0.613231468612968,0.351793486239695,1.30503604920069,-0.212282805108116,1.62323554425666,0.5123214500612,0.413666483615545,1.52315958527572,0.269570117982331,-0.147691723074918,-1.75708292991263
"3",0.0233511939946337,1,-0.835628612410047,0.57071013812077,-1.46163477432866,1.62581486246563,-0.23427831092158,-0.642186888816392,-1.44410867747405,-0.296312140778656,-0.0530182899740466,-0.59098638156053,0.160601875688583,0.264138657224106,0.377183474662827,1.26187340041938,-0.805740038134745,0.122035737431512,0.434270135700167,-0.287231187858231,-1.13394404154377,1.35298313320316
"4",0.00539415759421386,0,1.59528080213779,-1.35169392873999,1.68399017929831,0.409001064984094,-1.03265445039147,-1.93480850364367,-1.84030951355024,0.720773896172805,-0.949674415565509,0.032131106846098,-0.124052304374975,0.0393866835373339,1.07001495815866,0.445814524930883,-0.0747943201847304,-1.58938064620661,0.495286835572266,-0.95761019580963,-0.900987650387214,-0.721184320313093
"5",0.00244047377535705,0,0.329507771815361,-2.02988546892015,-1.54432428766027,-0.092558557951794,-1.14114121710094,1.03869565173409,0.515006005670573,2.0701403634163,-0.22909825623345,0.901450779660156,0.659873851836467,0.268923524964375,1.19623002429572,0.0855340004647133,2.7949653992539,-0.787438529811935,0.465419827042123,-0.353876653673528,-1.12130938933213,-1.77477594374834
"6",0.10504217021738,0,-0.820468384118015,0.59047865366269,-0.190887125460486,0.206098709130853,-1.52193690165246,-0.283550120316366,0.207912447532425,-0.446201401012972,1.24601148733197,-0.724396589051299,-0.503849340675093,1.12087226538563,0.904089689915717,-1.04781131555334,0.93508363384961,-1.59206401405314,1.05439578789845,0.366958248908603,0.510773014449715,1.67589340337517
"7",0.0862143243276972,0,0.487429052428485,-1.41306996358893,1.01621169819324,-0.0916028925650905,-0.754891944551621,-1.40972909454367,2.10590254095629,0.29507647836728,1.17129337689075,-0.963658443785748,2.39838533772966,0.415545605981308,-1.17848778681783,0.451040238619665,0.877512180050592,-1.15077225987334,0.75805111896739,-1.95567461332103,-0.12354723567052,0.797655180739564
"8",0.0666093661551157,1,0.738324705129217,1.61034155096049,0.547126202044048,-0.460001359359083,-0.466761913116555,0.723180435038873,2.4445355694361,0.508616983876846,-0.0054076651507664,0.729838164542407,0.510285536365617,0.29912165342331,-0.279107500983331,0.00180258732377189,0.346089265201229,0.271232678825009,-1.8414004414442,0.32525031820324,0.112137360679375,-0.688522477586666
"9",0.0448968665317638,0,0.575781351653492,1.84044254689097,0.755154007700156,0.567494277313853,0.0590848521877768,2.0310355247503,1.202294552025,-1.33743154548133,-1.23382997107496,0.0567970911829919,-1.13676720774358,-1.40889803694139,0.163782165166189,0.84496525613324,1.06820642385475,-0.44153342384679,-0.243004545706521,0.109397093220559,0.941232921069354,1.00475647425728
"10",0.0494160991114177,1,-0.305388387156356,1.36829790968081,-0.419804196586658,-1.46018697071985,1.41329823864582,0.730490294097479,-0.817618674770937,0.557487410435768,-1.09443671901476,-0.984503083111259,-1.37872937847354,-1.28382054238494,-0.716415685678822,-0.27787005720548,0.490271677929156,-0.527558709237945,0.0482104287859079,-0.564381117822039,-0.701568140292205,-0.537475585312176
"11",0.0328259698465158,0,1.51178116845085,-1.25557313458956,1.81078206202833,-0.750573164161882,0.693857111933662,0.879153379322765,1.13329401520072,0.457819972069097,0.0327752547073288,0.549365224533713,-0.164860908131335,0.749299596670924,0.466280754420497,-0.48376272934316,-1.78292088140814,-1.17286424903096,0.16554251464924,0.41964348935904,0.333734785465161,1.26788630678786
"12",0.00942288329311835,0,0.389843236411431,-1.38434708819005,-0.110802355847828,-0.287135517890057,1.02706867634206,0.554556416313858,0.908529686045749,0.467892380755993,0.785570577117543,-0.301557786727548,1.17546214016466,0.357258618974427,1.19754139920477,-1.03446628120239,-0.416658471508408,-0.69810425306157,0.160967820963621,0.573961850454989,-0.275356356212666,0.0398500433145914
"13",0.119880044333494,0,-0.621240580541804,-0.0195796792576955,0.360255449915776,0.831634079640363,-0.913285140428626,-0.284581054109898,-0.583435398861748,-1.08419949240125,-0.102628276387881,0.755500459890125,-1.42008928152453,-1.04409454359273,-0.946769760272672,1.2721750730799,-0.0124461335037264,-0.416471813943508,-0.438691788372339,1.26524299783391,-0.767950176266895,1.26861260316301
"14",0.0575564785662077,1,-2.2146998871775,0.162585654762545,-0.106309479570846,-0.526986739821502,-1.89569334080671,-0.674658023832395,-0.103674600897265,-0.0311300123093365,-0.609973396369072,-1.57030365159583,-0.0225959585810815,-1.57207138325552,-0.193415044547388,0.885474833720815,-0.0424839257799635,-1.10235687806111,1.02456216471621,-1.38991992529157,1.3157014424895,0.487631291915271
"15",0.00155124346592353,0,1.12493091814311,-0.134708351469953,-0.69271070829379,-1.83264390293434,-0.26223130224087,-0.715488860498557,-0.816600067450804,-0.490785328965947,-1.76747852569404,1.06799519963736,-0.411832351427133,0.786540960103549,-2.11213225236965,0.488155832231366,0.435444638549132,0.80742841926523,0.198567117218496,0.589488822786667,0.00526508226598835,0.817178918165876
"16",0.0138443621104813,1,-0.0449336090152309,-0.0847986379498059,1.05654836603028,1.04643156067966,0.554654624249306,-0.270527930115042,0.106527395071998,-1.03936772284564,0.430969701666025,0.891258228765038,0.974020258688644,-0.132076795051853,-1.44977330605494,0.159171628578652,0.48187561398667,-1.34034873900774,-0.0350491478063366,0.994321355776398,-0.720050025361699,-0.256632260282926
"17",0.0176042938062822,0,-0.0161902630989461,-0.572961857183522,0.763626970500598,-0.519688393861404,-0.474006039498348,0.312964638983727,-0.0380587132305217,-0.560797037342163,1.65020037023587,-0.2094389002363,1.37013477634147,-0.44849111455747,-0.139730822992954,-0.154131201894041,-0.200823129600287,1.3941815737117,-0.343513633041202,1.51218158430834,-2.52719112437463,0.765265776749818
"18",0.0548777708185555,0,0.943836210685299,1.66760643628207,-2.23051432165733,1.05350590880319,-0.0916550100703226,1.66980678972289,0.0451307191412451,0.605677677244355,-0.274024689450661,1.42502168783664,-0.604419069809589,0.265414789634546,0.0144959818419754,1.70666799324017,1.59065893830878,1.91152519490629,0.383245347667482,1.03295247244346,-1.41114539302601,0.900799893726156
"19",0.0121471360731934,1,0.821221195098089,-0.57670173483092,0.392795258862341,1.3615272563673,-0.985609412820819,0.89225927308494,-0.928602161820785,-1.11633345142702,0.835788440578447,0.89429274025026,-1.11408976688332,-0.627514496786505,1.35392289434507,1.04347401890802,-0.1712891220411,0.655991846440573,0.8790925261484,1.85790516644102,0.90199881152041,-1.38873425949742
