"yy","status","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.589177305912654,0,0.244164924486494,0.497722203347278,-0.792114565900454,-1.4634080799318,1.51039105693711,1.73095934138884,0.0996551694491895,-1.85171261276156,-1.43820276456343,-1.17748323201404,-0.494299787333087,-1.25503415096348,0.37264575785398,-0.762842933829979,0.716745442707616,-0.050481684703477,0.281724196586006,0.948414676278472,0.612024939625343,-0.433860630786529
0.881808091605648,0,-2.51442512196431,-1.82766273311387,1.62182543432759,0.849435367681747,0.231566634827677,0.789891630184278,0.0820378584462313,1.38276402837467,0.309502372026497,-0.0188137941326583,0.258657589308511,2.49909962367596,-0.959896972366982,0.255451615205277,0.496434671949234,0.290150565152261,-0.371241493610647,1.15306266353794,0.382704292497922,-0.255564746724238
0.166284077170262,0,-0.528279904445006,-0.425724401474022,-0.286871051313951,-1.36494079498635,1.25485699219788,-1.8581657840252,0.584549073737801,1.19516554733241,-0.901940276053714,0.316132388954748,-0.906806032822078,-1.48361010054019,-0.397142972096727,-0.323493405574896,-0.664159853504367,-2.11250440704699,1.05631048961568,-2.3243156020001,-1.25428303651819,0.307933996517797
0.425998628487769,0,0.891377242318638,-1.56814717115897,-0.00785426278295549,0.782586988631191,-0.512524115818692,-1.94576833460214,-0.965451989866229,-0.518455971320419,0.929365998140173,-1.3306904693856,1.66435045463226,0.934921499997665,0.807475848328756,-0.716597343437413,-0.0952543037282831,0.214871101178809,-0.326127258441745,0.152296666937285,0.270168513053775,-0.0447968113592608
0.181295046259521,0,0.593901321217509,2.03610360936432,1.42518963325776,-1.03558647376593,0.301856343087538,-0.643213250563503,1.0134914277516,0.678469773470842,-0.763776843669467,-0.643054170924073,1.85777954307455,0.890805853427837,0.055902127897642,-0.442150010637107,-0.967316602956457,0.569549284303881,-1.27842071930157,-1.83846927470638,-0.705995690441977,0.475629674057777
0.10953658107334,0,-1.35491444952768,2.54460486023111,-0.651943358441331,0.925436128541132,1.07119842121803,0.863579899309648,0.470458696263426,0.0905842568102869,-1.83174812997153,-0.706102766750937,0.0688915562612131,-1.41446813231846,-0.459494740590632,0.820641575573102,1.22414396617683,1.14956079501527,-0.441489372621128,0.312693372555836,1.30952924861388,-0.945120990731451
0.118471855859606,0,-1.22499115544077,1.48190570829728,1.27484242433872,-1.12276336437519,0.107621495179303,0.00606017241698073,0.82827460096904,-0.295978855998698,-0.754761108206091,-1.56130436535233,0.0789801348918116,-0.215767511276746,-0.680307173714964,0.260502178115276,-0.472800896642905,-1.4544370365755,0.223730801375589,0.564347805112467,-0.148519437862068,-0.695702280444691
1.19429580901698,1,-0.276908509892329,0.323350155867517,0.681103030348739,-1.40883531700392,-0.609274693292187,-0.616767129977901,1.08192986992441,-0.497315316551063,0.630310567498758,1.11907997707761,-0.0109275763532948,0.200635997686241,1.06419384119156,1.37229235907158,-0.134576777276229,0.590671810396611,0.470424665637623,1.6917408996893,-0.251974154497594,-0.296395424532099
0.11560583393928,0,-0.0140172519319242,2.1929979995365,-0.202097263385456,-0.639347683628521,1.24035018094875,-0.211978701829671,0.585222304058695,-0.32912950387688,0.504039434202431,-0.496812654726983,-1.18328342736586,0.197829090493493,1.08751427431623,-0.495902026187973,-0.316912931605634,-0.155769359026105,1.07201318475427,0.270960095503909,0.545936593963532,-0.208085501241647
0.195021868246832,0,-1.86978879020261,-1.34581290425275,-1.19765706762331,-2.33468384360572,0.659700863471874,1.72636848967741,1.14066442739015,-0.243987108296835,-1.7400307697346,-0.315833353833228,-0.639477286338245,2.25166099766973,0.21209219904566,0.0236480546477119,-0.16956747741413,0.0942863270562927,0.126600198186733,-1.28701698139539,1.17478745454091,1.48023054061996
